,site_id,species,cover,fire,sev,fire_yr,tsf,tsf_cat,tree_cov,shrub_cov,herb_cov,bare_cov,slope,aspect,mo,day,yr,dist_to_edge,notes,lat,lon,elev
192,51,RULE,20,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
193,51,MECA,25,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
194,51,CASC,0.5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
195,51,MAGR,3,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
196,51,CAOC,5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
197,51,VIAM,5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
198,51,TRLA,4,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
199,51,SOPA,1,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
200,51,CHAN,0.5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
201,51,COHE,0.5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
202,51,HOCR,1,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
203,51,GICA,0.5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
216,52,ARDI,1,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
217,52,MECA,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
218,52,FEOC,20,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
219,52,COHE,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
220,52,CLPU,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
221,52,CASC,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
222,52,CAREX,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
223,52,HIAL,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
224,52,LOHI,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
225,52,HEXX,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
226,52,PTAQ,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
227,52,CAMU,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
228,52,ELGL,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
229,52,POIM,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
862,52,RISA,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
863,52,RIRO,1,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
864,52,CEIN,65,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
865,52,PSME,1,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
866,52,QUKE,10,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
867,52,ARME,5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
868,52,NODE,15,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
869,52,ARCA,1,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
870,52,TODI,5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
871,52,SYMO,0.5,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
872,52,QUCH,1,happy_camp,h,2014,4,1,5,50,15,35,45,40,6,27,2018,50,,41.767799,-123.349144,687
894,51,ACMA,20,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
895,51,QUKE,10,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
896,51,ARME,3,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
897,51,NODE,1,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
898,51,TODI,10,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
899,51,QUCH,2,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
900,51,COCO,3,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
901,51,CEIN,10,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
902,51,RIRO,5,happy_camp,h,2014,4,1,0,65,15,15,30,290,6,29,2018,150,,41.76002403,-123.3423767,655
395,36,SOPA,1,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
396,36,PTAQ,50,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
397,36,RULE,10,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
398,36,VAHE,3,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
399,36,GATR,3,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
400,36,TRLA,4,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
401,36,RUPA,4,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
402,36,SYMO,4,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
403,36,ELGL,0.5,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
404,36,RUUR,1,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
405,36,CEIN,2,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
406,36,SYAL,1,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
514,34,MECA,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
515,34,MAGR,6,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
516,34,RULE,3,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
517,34,LOHI,4,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
518,34,ELGL,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
519,34,FEMI,2,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
520,34,APAN,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
521,34,SACR,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
522,34,TRLA,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
523,34,POCO,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
524,34,DIID,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
525,34,POIM,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
526,34,HIAL,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
527,34,CAREX,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
528,34,LICA,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
529,34,GABO,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
530,34,SYAL,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
565,5,FECA,15,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
566,5,BRSE,5,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
567,5,RULE,3,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
568,5,MECA,2,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
569,5,ACMI,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
570,5,SACR,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
571,5,SOPA,2,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
572,5,GABO,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
573,5,RIRO,2,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
574,5,BRVU,5,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
575,5,MAGR,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
576,5,LOHI,2,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
577,5,POIM,0.5,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
578,5,FEOC,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
579,5,MAOR,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
580,5,DAPU,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
581,5,BREL,0.5,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
582,5,ELGL,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
583,5,MOOD,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
584,4,RULE,5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
585,4,MAGR,4,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
586,4,CLVI,3,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
587,4,CAOC,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
588,4,SOPA,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
589,4,RIRO,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
590,4,BRVU,10,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
591,4,FEMI,2,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
592,4,SASC,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
593,4,ERCA,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
594,4,DAPU,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
595,4,ANMAD,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
596,4,GATR,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
597,4,MECA,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
598,4,BRSE,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
599,4,ELGL,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
600,4,CLAM,0.5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
634,36,PSME,0,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
635,36,PILA,0,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
636,36,QUKE,1,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
637,36,NODE,5,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
638,36,ARME,1,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
639,36,TODI,20,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
640,36,ROGY,5,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
641,36,COCO,5,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
642,36,RIRO,4,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
643,36,PIAT,4,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
644,36,QUCH,2,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
645,36,PHLE,20,butler,h,2013,5,1,20,20,80,5,40,25,6,12,2018,50,,41.252651,-123.322626,494
657,5,QUCH,5,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
658,5,QUKE,20,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
659,5,PSME,0,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
660,5,ARME,10,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
661,5,CEIN,35,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
662,5,TODI,15,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
663,5,QUGA,0,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
664,5,PIAT,1,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
665,5,GAFR,2,butler,h,2013,5,1,15,70,30,1,40,90,6,13,2018,90,,41.288935,-123.371652,427
666,4,PIAT,15,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
667,4,GAFR,50,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
668,4,QUCH,10,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
669,4,CEIN,20,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
670,4,SANIG,2,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
671,4,CEOC,2,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
672,4,ARME,1,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
673,4,TODI,5,butler,h,2013,5,1,5,75,25,1,40,110,6,13,2018,60,,41.295392,-123.369397,422
674,34,PSME,15,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
675,34,ARME,5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
676,34,QUKE,18,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
677,34,CEIN,45,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
678,34,TODI,15,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
679,34,ACMA,1,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
680,34,COCO,2,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
681,34,QUCH,3,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
682,34,QUGA,0.5,butler,h,2013,5,1,30,80,25,1,40,120,6,14,2018,50,,41.24914301,-123.325018,493
41,14,COHE,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
42,14,HOCR,2,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
43,14,RULE,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
44,14,FECA,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
45,14,CAMU,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
46,14,FEMI,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
47,14,ELGL,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
48,14,ANMAD,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
49,14,PTAQ,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
50,14,SI,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
51,14,TRLA,0.5,mill,h,2008,10,2,35,70,5,20,10,100,7,6,2018,70,,41.55344004,-123.539104,533
52,18,ACMI,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
53,18,LUTR,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
54,18,RUPA,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
55,18,LOHI,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
56,18,APAN,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
57,18,ERLA,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
58,18,DIMU,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
59,18,CHAN,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
60,18,PTAQ,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
61,18,BRSE,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
62,18,FRVE,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
63,18,CASC,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
64,18,SI,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
65,18,CLRH,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
66,18,TRLA,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
67,18,AGGR,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
68,18,CAAP,0.5,panther,h,2008,10,2,5,90,20,10,43,45,7,4,2018,500,,41.65442303,-123.293437,1047
69,19,FECA,5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
70,19,WHMO,10,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
71,19,RUUR,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
72,19,MAGR,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
73,19,ERLA,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
74,19,SI,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
75,19,FRVE,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
76,19,LUTR,2,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
77,19,PTAQ,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
78,19,BRSE,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
79,19,COHE,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
80,19,TRLA,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
81,19,VIAM,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
82,19,CHAN,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
83,19,AGGR,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
84,19,ELGL,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
85,19,FEOC,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
86,19,CASC,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
87,19,APAN,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
88,19,DIMU,0.5,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
89,19,DAISYSP,1,panther,h,2008,10,2,5,90,20,10,25,118,7,4,2018,300,patial damage to cone,41.66144203,-123.282948,1196
116,21,TRLA,10,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
117,21,PRHO,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
118,21,LOHI,5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
119,21,CASC,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
120,21,CHAN,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
121,21,MARA,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
122,21,HEXX,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
123,21,ARDI,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
124,21,IRTE,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
125,21,MAGR,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
126,21,ELGL,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
127,21,ACMI,0.5,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
128,21,RULE,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
129,21,VIXX,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
130,21,BRSE,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
131,21,VIAM,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
132,21,RUUR,1,panther,h,2008,10,2,30,75,20,20,40,290,7,2,2018,300,,41.65507204,-123.283257,972
313,28,MECA,20,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
314,28,POCO,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
315,28,GABO,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
316,28,LOHI,1,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
317,28,PTAQ,5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
318,28,SOPA,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
319,28,DAPU,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
320,28,ERLA,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
321,28,IRTE,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
322,28,ASHA,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
323,28,COHE,0.5,merrill,h,2008,10,2,30,80,10,30,40,115,6,22,2018,50,,41.37695102,-123.453721,241
407,9,CHPO,1,jake,h,2008,10,2,20,70,6,35,50,240,6,18,2018,60,,41.28120303,-123.348808,445
408,9,MAGR,5,jake,h,2008,10,2,20,70,6,35,50,240,6,18,2018,60,,41.28120303,-123.348808,445
409,9,MECA,70,jake,h,2008,10,2,20,70,6,35,50,240,6,18,2018,60,,41.28120303,-123.348808,445
