"","MDS1","MDS2"
"1",-1.16971359456956,-0.294479406065569
"2",-0.154106741708786,-0.25579181460074
"3",0.124806835075794,-0.304189016297515
"4",-1.62159308604741,-0.145010110175867
"5",1.06319401544947,0.0442485543033516
"6",-0.419483866536357,-0.391691559506816
"7",0.812409389885709,-9.64149402942205e-05
"8",-1.16971346224645,-0.294479385298715
"9",0.769584747171289,-0.0737777993309326
"10",1.40541713264021,0.22825503715937
"11",0.397947297610165,-0.0832506171364982
"12",0.624912715553463,0.405984979086362
"13",1.08739817965392,0.439315582128953
"14",-0.309039066475003,1.60851026168619
"15",-0.518689671586717,-0.469451082065946
"16",0.0052682776919929,-0.506332511290493
"17",1.05947975851391,-0.172010142805313
"18",-1.07267572229201,-0.625818813320412
"19",-0.460123560447551,-0.847652491333011
"20",-0.673505964920144,-1.87212120827582
"21",0.561824579770787,-0.237302079125541
"22",-0.164525770851982,0.415527350514229
"23",-0.740567612485269,0.146081478135129
"24",-0.871085629180731,-0.100992453798945
"25",0.933296226934973,-0.696393247712023
"26",0.997356268764686,-0.0200445804326614
"27",-1.24884899868318,0.592168497555556
"28",-0.381310591165051,0.12359015655397
"29",-0.637794982685368,1.47411721126508
"30",0.198613259598236,1.3615160655971
"31",-0.670759629014562,0.492288050304633
"32",1.03012097093037,0.226258803238418
"33",-0.504712152892953,-0.100090668415812
"34",0.50264503188181,-0.272432498304102
"35",0.156573361214462,0.0536481032265325
"36",0.936067335336303,-0.1261588062906
"37",-0.292070016929962,0.805819492298841
"38",-0.454774762501523,-0.63575283873552
"39",-0.228613826789183,-0.841537621723826
"40",-0.142031281536038,-0.183351993317071
"41",-1.53196273019162,0.634224479962177
"42",0.549451585889473,0.19724215784952
"43",-0.696477358082212,0.907748638745423
"44",-0.20629512696868,-0.53046415464644
"45",1.32810276324777,-0.0454917682597104
"46",0.478589270323826,-0.208902594949421
"47",0.443673371656501,0.518651163586762
"48",0.873742831993171,-0.340128385041976
