rdata$group,AR,BE,XX,CM,DL,geom,,,UN,LS1,LS2,HS1,HS2
727,0.149671907,0,0,0.666915968,0.183412154,0.004356278,,,,,,,
728,0.03828575,0,0,0.692813923,0.268900422,0.004415135,,,,,,,
729,0.003623172,0.112660813,0,0.512319206,0.371396972,0.00435644,,,,,,,
730,0.115317853,0,0,0.732738477,0.151943729,0.004246904,,,,,,,
731,0,0,0,0.692085528,0.307914507,0.004340509,,,,,,,
732,0,0.065629864,0,0.668000012,0.266370158,0.004372011,,,,,,,
733,0.052700258,0,0.06310157,0.641620617,0.242577594,0.004322902,,,,,,,
734,0,0.034447227,0.136385999,0.637359582,0.191807198,0.004444718,,,,,,,
735,0.163691723,0.012798827,0,0.633897651,0.189611863,0.004426375,,,,,,,
736,0.11212103,0,0.041688826,0.590484579,0.255705624,0.004251338,,,,,,,
737,0.107561319,0,0.009082146,0.641531543,0.241825069,0.004366249,,,,,,,
738,0.105281301,0,0,0.530805969,0.363912752,0.004434599,,,,,,,
739,0,0.159120844,0,0.750621353,0.09025788,0.004334356,,,,,,,
740,0.169286742,0,0,0.830715566,0,0.004434656,,,,,,,
741,0.186150306,0,0,0.702612428,0.111238608,0.004503873,,,,,,,
742,0.359578286,0.004391181,0,0.636030594,0,0.004186719,,,,,,,
743,0,0,0,0.655021632,0.344978364,0.004421418,,,,,,,
744,0,0,0.113409044,0.767909309,0.118681726,0.004452784,,,,,,,
745,0.250985011,0,0,0.749017634,0,0.004344564,,,,,,,
746,0.041450371,0,0,0.805122303,0.153429872,0.004525784,,,,,,,
747,0.077576682,0.037713669,0,0.677116567,0.207593098,0.00437745,,,,,,,
748,0,0.123851939,0,0.449084513,0.427063685,0.00430356,,,,,,,
749,0.030394163,0,0.180770346,0.788835499,0,0.004464627,,,,,,,
750,0.137465195,0,0.042405105,0.748799828,0.071332563,0.004338796,,,,,,,
751,0,0,0,0.955633055,0.044366985,0.004636804,,,,,,,
752,0.045656981,0,0.049528571,0.725524979,0.17928949,0.004322654,,,,,,,
753,0.109487935,0,0.041972283,0.704983086,0.143556761,0.004405062,,,,,,,
754,0.075099097,0.010898737,0,0.727690795,0.186314136,0.004179596,,,,,,,
755,0,0,0.050439542,0.73578716,0.213773358,0.004417215,,,,,,,
756,0,0.064857521,0,0.418116649,0.517025884,0.004359273,,,,,,,
757,0.119001639,0,0,0.77123304,0.109765347,0.00442773,,,,,,,
758,0.08398859,0,0,0.675527939,0.240483701,0.004422179,,,,,,,
759,0,0.005811401,0.056184338,0.478550419,0.459456588,0.004293538,,,,,,,
760,0,0,0.122062166,0.525038705,0.352899123,0.004262295,,,,,,,
761,0.081154836,0,0,0.854955477,0.063892405,0.004561086,,,,,,,
762,0.045387821,0,0.125420308,0.434552117,0.394641439,0.00434489,,,,,,,
763,0.064508336,0,0.084282337,0.720344455,0.130864947,0.004469016,,,,,,,
764,0.125606742,0.02513653,0.041193175,0.622030464,0.186035811,0.004377898,,,,,,,
765,0,0,0.104404551,0.65179125,0.243804262,0.004464296,,,,,,,
766,0.139743141,0.060774504,0.065864422,0.73361801,0,0.004295143,,,,,,,
767,0.120901774,0,0,0.502178959,0.376919353,0.004307863,,,,,,,
768,0.045256095,0,0,0.74783199,0.206911959,0.004508572,,,,,,,
769,0.173216566,0,0,0.730339323,0.096444421,0.004389424,,,,,,,
770,0.094854562,0,0,0.762789752,0.142355713,0.004448638,,,,,,,
771,0,0.00019898,0,0.694723441,0.305077536,0.004522763,,,,,,,
772,0.027137897,0,0,0.658586895,0.314275213,0.004430093,,,,,,,
773,0.197695701,0,0,0.699149706,0.103156281,0.004470207,,,,,,,
774,0.111038735,0,0,0.59671932,0.292241974,0.004386604,,,,,,,
775,0.0975761,0,0,0.575621857,0.326802065,0.004261323,,,,,,,
776,0.078025073,0,0.1136017,0.519552324,0.288820972,0.004360315,,,,,,,
777,0,0.046697572,0,0.694957275,0.25834526,0.004281346,,,,,,,
778,0.06182811,0,0.103073417,0.507586572,0.327511887,0.004352149,,,,,,,
779,0.196972573,0,0,0.803027496,0,0.004437307,,,,,,,
780,0.036463243,0,0,0.756348613,0.207188155,0.004488997,,,,,,,
781,0.092548898,0.163989889,0.114503162,0.351271119,0.277689643,0.004052597,,,,,,,
782,0,0.169343418,0,0.505341793,0.325314845,0.004384094,,,,,,,
783,0.000554426,0,0,0.67358102,0.32586461,0.004484606,,,,,,,
784,0,0,0,0.909188911,0.09081127,0.004470594,,,,,,,
785,0.061665762,0,0.024370277,0.653102731,0.260861279,0.004412539,,,,,,,
786,0.090524947,0,0,0.650156851,0.259318242,0.004414943,,,,,,,
787,0,0.129857504,0,0.808354454,0.061788112,0.004339366,,,,,,,
788,0.090442421,0,0,0.584859601,0.324698221,0.004513298,,,,,,,
789,0.016362074,0,0,0.762906955,0.220733532,0.004456026,,,,,,,
790,0.012856799,0.204826598,0,0.595147875,0.18716877,0.004313289,,,,,,,
791,0,0,0.113381191,0.542129952,0.344488979,0.004348628,,,,,,,
792,0,0.112679983,0,0.477080857,0.410241917,0.004328486,,,,,,,
793,0.077523693,0,0,0.612663376,0.309812933,0.004442984,,,,,,,
794,0.11540111,0,0,0.884600771,0,0.004467288,,,,,,,
795,0.093454844,0,0.022472662,0.582973553,0.301101669,0.004399082,,,,,,,
796,0.107363825,0,0.087290952,0.583687728,0.221657546,0.004384691,,,,,,,
797,0.181783727,0,0,0.684114978,0.134103561,0.004390294,,,,,,,
798,0.045708178,0,0.157390114,0.532944788,0.263959627,0.004271995,,,,,,,
799,0.125651297,0,0.123683991,0.566544236,0.184120566,0.004400713,,,,,,,
800,0.108326056,0,0.101127675,0.79054815,0,0.004275254,,,,,,,
801,0.101020906,0,0.005305401,0.596140357,0.297533366,0.004374735,,,,,,,
802,0.002775274,0.223140023,0.016933035,0.445840852,0.311310896,0.004415162,,,,,,,
803,0.105890781,0,0.048100816,0.575358546,0.270652593,0.004302743,,,,,,,
804,0.066833439,0,0,0.631248486,0.30191807,0.004418392,,,,,,,
805,0,0,0.057711084,0.625065147,0.317223753,0.004389947,,,,,,,
806,0.132389981,0,0,0.712329583,0.155283128,0.004422851,,,,,,,
807,0,0,0,0.74682536,0.253175483,0.004509177,,,,,,,
808,0.171101585,0,0,0.634089576,0.194808951,0.004373001,,,,,,,
809,0.027930651,0,0,0.728585107,0.2434864,0.004289765,,,,,,,
810,0,0,0.037336049,0.734308392,0.228358281,0.004433023,,,,,,,
811,0.024606483,0,0,0.681468884,0.293924697,0.004550811,,,,,,,
812,0.021696092,0,0.077355754,0.586907666,0.31404056,0.004394125,,,,,,,
813,0,0.096012911,0,0.627993996,0.275993096,0.004356597,,,,,,,
814,0,0,0,1,0,0.004394952,,,,,,,
815,0.081078125,0.06738591,0,0.569939495,0.28159923,0.004258597,,,,,,,
816,0,0.048681253,0,0.635054489,0.316264299,0.00442823,,,,,,,
817,0.058024211,0.18103209,0,0.518434089,0.242509666,0.004251348,,,,,,,
818,0.072679854,0,0,0.79397248,0.133347725,0.004418777,,,,,,,
819,0,0,0,0.527452962,0.472547077,0.00445784,,,,,,,
820,0.14399428,0,0,0.631907575,0.224098178,0.004283269,,,,,,,
821,0.167738297,0,0,0.832261751,0,0.004314534,,,,,,,
822,0.118541847,0,0,0.478739792,0.402720053,0.004319563,,,,,,,
823,0.13433275,0.071847561,0,0.612683981,0.181135787,0.004333449,,,,,,,
824,0,0.117941147,0,0.600693117,0.281365771,0.004312091,,,,,,,
825,0.109064835,0,0,0.813371026,0.077566573,0.004540742,,,,,,,
826,0.191494452,0,0,0.735604351,0.072901268,0.004432261,,,,,,,
827,0,0.086576349,0.047051805,0.586896541,0.279475333,0.004279176,,,,,,,
828,0.025059515,0,0.08753156,0.625902104,0.261506874,0.004322752,,,,,,,
829,0,0,0.135055337,0.598378865,0.266565839,0.004303154,,,,,,,
830,0.110144871,0,0,0.649013696,0.2408415,0.004401387,,,,,,,
831,0.049037874,0,0.07638984,0.741025172,0.133547147,0.004522141,,,,,,,
832,0,0.0915566,0,0.79500739,0.113438628,0.004489407,,,,,,,
833,0,0.151420005,0,0.572185035,0.276395009,0.004312856,,,,,,,
834,0.179813788,0,0,0.663390224,0.156798649,0.004335594,,,,,,,
835,0.086930254,0,0,0.575778579,0.337293893,0.004394428,,,,,,,
836,0.1645289,0.036251041,0,0.628201497,0.171018536,0.004350365,,,,,,,
837,0.005304986,0.131180112,0,0.566285536,0.297229405,0.004375822,,,,,,,
838,0.073503737,0.031272629,0.184482877,0.7107408,0,0.004205152,,,,,,,
839,0.044903193,0,0.130449367,0.598111896,0.226538309,0.004321001,,,,,,,
840,0.108369139,0,0,0.73681777,0.154813139,0.004326769,,,,,,,
841,0.177057775,0.063092558,0,0.555754758,0.204094965,0.00429163,,,,,,,
842,0.159026069,0,0,0.605679614,0.235294393,0.004375847,,,,,,,
843,0.058040014,0,0,0.805073171,0.136888215,0.004175783,,,,,,,
844,0.057651914,0,0.110567742,0.506366806,0.325413576,0.004289911,,,,,,,
845,0,0,0,0.706365849,0.293634208,0.004495071,,,,,,,
846,0.135015758,0,0,0.628001893,0.236985075,0.004337761,,,,,,,
847,0.032227543,0,0.051516649,0.625715062,0.290540793,0.004399066,,,,,,,
848,0.070301826,0,0,0.63025211,0.299446096,0.004470424,,,,,,,
849,0.099429887,0.007381395,0,0.893188887,0,0.00455764,,,,,,,
850,0.025821931,0,0.037874891,0.620605747,0.315697468,0.00444537,,,,,,,
851,0.19538195,0,0,0.804619357,0,0.004368048,,,,,,,
852,0,0,0,0.731479854,0.268520205,0.004501581,,,,,,,
853,0,0,0,0.674129037,0.325871018,0.004448875,,,,,,,
854,0.152046452,0,0,0.333703984,0.514249618,0.004310053,,,,,,,
855,0.203892658,0,0,0.637345179,0.158762916,0.004354222,,,,,,,
856,0.166185222,0,0,0.69679358,0.137023884,0.00444338,,,,,,,
857,0.017374399,0.006985954,0.06478374,0.643775736,0.267080224,0.004368028,,,,,,,
858,0,0.243356465,0,0.480281978,0.276364243,0.004235316,,,,,,,
859,0.083705768,0,0,0.593654005,0.322642359,0.004310713,,,,,,,
860,0,0.152552783,0,0.616789113,0.230658153,0.004223897,,,,,,,
861,0.020259571,0,0,0.837209877,0.142530608,0.004493333,,,,,,,
862,0.177526463,0,0,0.61968509,0.202788477,0.004431006,,,,,,,
863,0.062699441,0,0,0.612203156,0.325097429,0.00435464,,,,,,,
864,0.023057454,0.053050302,0,0.728347721,0.19554455,0.004312572,,,,,,,
865,0.044753466,0,0,0.715577157,0.239670302,0.004464945,,,,,,,
866,0.108481707,0,0,0.89152046,0,0.004423211,,,,,,,
867,0,0.071333636,0,0.750857934,0.177808479,0.004381606,,,,,,,
868,0.08070777,0,0.023856751,0.655116659,0.240318887,0.004510903,,,,,,,
869,0.092126012,0,0,0.672588688,0.235285342,0.004435702,,,,,,,
870,0.074099317,0,0,0.674055712,0.25184499,0.004422577,,,,,,,
871,0.122898609,0.01450622,0,0.719635366,0.142959883,0.004353611,,,,,,,
872,0,0,0.134135325,0.622628687,0.243236011,0.004383168,,,,,,,
873,0,0.164968104,0,0.835031912,0,0.004288827,,,,,,,
874,0.095595648,0,0,0.690411487,0.21399291,0.004400873,,,,,,,
875,0.184525603,0,0,0.670102643,0.145371785,0.004332068,,,,,,,
876,0.262685449,0,0,0.541337574,0.19597702,0.004299478,,,,,,,
877,0.0111733,0,0,0.722085742,0.266740977,0.004461179,,,,,,,
878,0,0.052520744,0,0.449254272,0.498224951,0.004399422,,,,,,,
879,0.015756199,0,0.012096647,0.711345566,0.260801638,0.004460094,,,,,,,
880,0,0.16931165,0,0.612231659,0.218459434,0.004298361,,,,,,,
881,0.124586365,0,0,0.520288288,0.355125365,0.004179628,,,,,,,
882,0.069251015,0,0,0.767206041,0.163543426,0.004482566,,,,,,,
883,0.119550133,0,0,0.581684619,0.298765278,0.004478202,,,,,,,
884,0.020616813,0.111540814,0,0.628732934,0.239109513,0.00444304,,,,,,,
885,0.119822507,0,0,0.667686077,0.212494024,0.004423452,,,,,,,
886,0.022541934,0,0.195644371,0.666283657,0.115530081,0.004290775,,,,,,,
887,0.246174047,0,0,0.580943204,0.172882768,0.004333957,,,,,,,
888,0.088332133,0.036995644,0,0.460078369,0.41459381,0.004452025,,,,,,,
889,0.153869702,0.005049545,0.102584647,0.538585157,0.199913676,0.004344711,,,,,,,
890,0,0.159828213,0,0.669654528,0.170519252,0.004392283,,,,,,,
891,0.096497626,0,0.138256188,0.566547857,0.198698366,0.004338273,,,,,,,
892,0.059586331,0,0,0.631271572,0.309142122,0.004425618,,,,,,,
893,0,0,0,0.861312947,0.138687098,0.004614554,,,,,,,
894,0,0,0,0.750878733,0.249121878,0.004482513,,,,,,,
895,0,0,0,0.644636974,0.35536305,0.004492704,,,,,,,
896,0,0,0,0.477137848,0.522862164,0.004408868,,,,,,,
897,0.082147475,0,0,0.833718002,0.084137272,0.004543759,,,,,,,
898,0.128983402,0,0,0.670308137,0.200711175,0.004510687,,,,,,,
899,0,0,0,0.809181758,0.190818285,0.004566589,,,,,,,
900,0.15002874,0,0,0.422052349,0.427921563,0.004296111,,,,,,,
901,0.063828469,0,0.045327482,0.812969448,0.077877196,0.004435027,,,,,,,
902,0.003335626,0.057365047,0,0.720375203,0.218924207,0.00421468,,,,,,,
903,0.104606853,0,0,0.793795764,0.101597446,0.004333264,,,,,,,
904,0.047523017,0,0,0.647999372,0.304477659,0.004384155,,,,,,,
905,0,0,0.140952367,0.587435857,0.27161186,0.004407152,,,,,,,
906,0.028528012,0,0,0.761938771,0.209533266,0.004486818,,,,,,,
907,0.055837129,0.079291917,0,0.712949929,0.151921043,0.004417858,,,,,,,
908,0,0,0,0.831320079,0.168680342,0.004533999,,,,,,,
909,0.04671278,0.103908984,0.086595929,0.578160846,0.1846242,0.004139985,,,,,,,
910,0,0.142585276,0,0.59987005,0.257544694,0.004323927,,,,,,,
911,0.105805025,0,0,0.661348136,0.232846866,0.004383435,,,,,,,
912,0.10164805,0,0,0.664537496,0.233814516,0.004404915,,,,,,,
913,0.102389329,0,0,0.62973967,0.267871011,0.004476853,,,,,,,
914,0,0.040954988,0,0.557303651,0.40174135,0.004269727,,,,,,,
915,0.079235972,0,0,0.559012624,0.361751393,0.004395015,,,,,,,
916,0,0,0.008433339,0.695329606,0.296237137,0.004378497,,,,,,,
917,0,0,0,0.844321189,0.155678984,0.0045801,,,,,,,
918,0.13230102,0,0,0.633854294,0.23384536,0.004335844,,,,,,,
919,0.183980548,0,0.169315392,0.578700908,0.068005897,0.004276403,,,,,,,
920,0.002224284,0,0,0.788215592,0.209560699,0.00451746,,,,,,,
921,0.235675924,0,0,0.764324286,0,0.004316646,,,,,,,
922,0.072876601,0,0,0.716884852,0.210241038,0.004493767,,,,,,,
923,0,0,0,0.697697318,0.302302715,0.004409283,,,,,,,
924,0.159775846,0,0,0.795900867,0.044325035,0.004609589,,,,,,,
925,0,0,0,0.79337225,0.206628361,0.004418794,,,,,,,
926,0,0.041681069,0.180046986,0.710751378,0.067520566,0.004309383,,,,,,,
927,0.082629429,0,0,0.814977739,0.102392866,0.004379354,,,,,,,
928,0.095224246,0,0,0.652428256,0.252347604,0.004386111,,,,,,,
929,0.000830509,0,0,0.772793049,0.226376465,0.004460929,,,,,,,
930,0.064196782,0,0,0.744544205,0.191259026,0.004384879,,,,,,,
931,0.068022047,0.181741578,0,0.603692121,0.146547011,0.004347479,,,,,,,
932,0.103150335,0,0.020292312,0.740694746,0.13586262,0.004384003,,,,,,,
933,0.308565124,0.057457726,0,0.633977222,0,0.0043199,,,,,,,
934,0.059628924,0.026120927,0,0.713484405,0.200768496,0.004323679,,,,,,,
935,0,0,0.065033654,0.665012151,0.26995424,0.004451778,,,,,,,
936,0.055601281,0,0,0.824406098,0.119992663,0.004562586,,,,,,,
937,0.154241108,0,0,0.816614386,0.029144545,0.00454714,,,,,,,
938,0.08266724,0,0,0.640032341,0.277300464,0.004419016,,,,,,,
939,0.16288045,0,0,0.618946119,0.218173472,0.004390681,,,,,,,
940,0.07711191,0.074165226,0,0.696201663,0.152521248,0.004337644,,,,,,,
941,0.106741079,0,0,0.671700766,0.221558178,0.004367301,,,,,,,
942,0.078125738,0,0,0.607662465,0.314211804,0.004343626,,,,,,,
943,0.026648241,0.118899384,0,0.615605687,0.238846696,0.004326079,,,,,,,
944,0.078871423,0,0,0.826005288,0.095123334,0.004362706,,,,,,,
945,0,0.037247924,0,0.498330499,0.464421607,0.004350526,,,,,,,
946,0.196902715,0,0.166792274,0.636305523,0,0.004224147,,,,,,,
947,0.117731882,0.020301608,0,0.742777694,0.119188861,0.004281706,,,,,,,
948,0.073740064,0,0,0.767599022,0.158660969,0.004355769,,,,,,,
949,0.023653083,0,0.015581952,0.63696761,0.323797376,0.004388002,,,,,,,
950,0,0,0,0.717636608,0.28236342,0.00457491,,,,,,,
951,0,0,0.029861422,0.644877486,0.325261134,0.004456081,,,,,,,
952,0.054737726,0.132228387,0,0.532319734,0.280714175,0.004313595,,,,,,,
953,0.012196815,0.098762582,0.046891728,0.476799217,0.365349657,0.004347513,,,,,,,
954,0.063790511,0,0.041939066,0.5756292,0.318641263,0.004451167,,,,,,,
955,0.114739433,0.146517706,0,0.560995623,0.177747527,0.004271627,,,,,,,
956,0.002275044,0,0,0.73043821,0.267286813,0.004358647,,,,,,,
957,0.071587252,0,0.142175796,0.786239667,0,0.004294676,,,,,,,
958,0.129877167,0.056297426,0.072676556,0.533123265,0.208025596,0.004335494,,,,,,,
959,0,0.030060892,0,0.702263925,0.267675251,0.00446528,,,,,,,
960,0.124050838,0,0,0.626087457,0.249864446,0.00450261,,,,,,,
961,0.145224276,0,0,0.702550668,0.152225593,0.004289395,,,,,,,
962,0.20122279,0.020628307,0,0.622493993,0.155654987,0.004286396,,,,,,,
963,0.082040178,0.122483657,0,0.6919026,0.103573645,0.004432722,,,,,,,
964,0,0,0,0.722564739,0.277435298,0.004491744,,,,,,,
965,0.081535769,0,0,0.632057124,0.286407136,0.004520309,,,,,,,
966,0,0,0.078345609,0.530962487,0.390691918,0.004405152,,,,,,,
967,0.102206601,0,0.050209081,0.643814385,0.20376997,0.004371268,,,,,,,
968,0,0,0,0.789385921,0.210614371,0.004557777,,,,,,,
969,0.177067915,0,0.023186451,0.694359635,0.105388722,0.004298164,,,,,,,
970,0,0,0,0.706753856,0.293246193,0.004352331,,,,,,,
971,0,0,0,0.78787194,0.212129394,0.00447445,,,,,,,
972,0.05707356,0,0,0.69472494,0.248201634,0.004405472,,,,,,,
973,0.17333919,0,0.029586115,0.708183901,0.088890893,0.004408486,,,,,,,
974,0,0.038937241,0.034756208,0.546564593,0.379744723,0.00420384,,,,,,,
975,0.09576034,0,0,0.63848465,0.265755279,0.004352859,,,,,,,
976,0,0,0,0.837550495,0.16244956,0.004425038,,,,,,,
977,0.118248941,0.033126015,0,0.746654741,0.101970339,0.004389136,,,,,,,
978,0.155831623,0,0,0.774434148,0.069734284,0.004394569,,,,,,,
979,0,0.011000966,0,0.842563549,0.146435562,0.004298457,,,,,,,
980,0.104427447,0,0,0.778495085,0.117077491,0.004426037,,,,,,,
981,0.126824814,0,0,0.459282645,0.413892523,0.00444071,,,,,,,
982,0,0,0.176616602,0.616821966,0.20656152,0.004268853,,,,,,,
983,0.190689644,0,0,0.67500938,0.134302046,0.004357273,,,,,,,
984,0,0.026319881,0,0.761671033,0.212011566,0.00446487,,,,,,,
985,0,0.026988499,0.148932687,0.523185095,0.300893735,0.004209183,,,,,,,
986,0,0.049034191,0.081865613,0.625956837,0.243143409,0.00440436,,,,,,,
987,0,0.069794492,0,0.733123128,0.197085116,0.004505956,,,,,,,
988,0.246288778,0,0.150664857,0.603048926,0,0.004255754,,,,,,,
989,0.091598913,0,0,0.719357382,0.189043787,0.004452455,,,,,,,
990,0,0,0,0.826269409,0.173730629,0.00444423,,,,,,,
991,0.112233315,0,0,0.64484012,0.242926585,0.004542351,,,,,,,
992,0,0,0,0.836789966,0.16321009,0.004432975,,,,,,,
993,0.028769542,0,0,0.712204195,0.259026338,0.004574321,,,,,,,
994,0.109518965,0,0,0.517605241,0.372875801,0.004305891,,,,,,,
995,0.234712721,0,0,0.685814889,0.079475095,0.004306404,,,,,,,
996,0.095794524,0,0.046659432,0.509220796,0.348325255,0.004383475,,,,,,,
997,0.157675052,0,0,0.752322652,0.090005013,0.004472943,,,,,,,
998,0.057409613,0,0,0.641750429,0.300840013,0.004459436,,,,,,,
999,0.049718096,0.019530041,0,0.541288274,0.389466298,0.004507349,,,,,,,
1000,0,0.166566867,0,0.379890499,0.453545328,0.004331544,,,,,,,
