sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;cf. Phaeosphaeria sp. CPC 12881;	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;;	0	0	54	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria dauci;	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria sp. BLE26;	0	0	120	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;Comoclathris sedi;	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Drechslera;;	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Drechslera;Drechslera biseptata;	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;;	0	12	3	0	0	0	0	0	6	1	0	0	62	0	0	2	0	11
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;Pyrenophora leucospermi;	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;;	11	2	509	0	0	0	0	0	0	7	174	9	8	0	2	12	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Acanthostigma;Acanthostigma perpusillum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	13
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;NA;;	0	8	0	1	0	0	0	0	1	0	0	0	0	0	0	25	7	105
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;NA;Venturiaceae sp. 1 RB-2011;	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;NA;Venturiaceae sp. GM 15-02;	35	0	0	7	13	27	0	0	1	10	0	0	0	5	142	32	1	4
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;;	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;Venturia hystrioides;	58	205	247	57	60	9	0	0	1273	131	67	8	936	25	161	469	75	612
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;Capronia sp. BRO-2013;	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;;	5	15	0	3	8	2	0	0	19	16	0	0	0	8	2	29	1	1
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora chaetospira;	352	4	99	438	219	447	0	0	47	773	200	198	47	833	609	672	67	254
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora humicola;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora minutissima;	55	56	0	0	4	29	1	0	17	2	0	1	1	1	19	52	1	3
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora sp. 20104730d;	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora sp. K111013-6-12;	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora sp. KO-groupF 2014;	9	0	0	1	0	5	0	0	0	8	0	0	0	8	0	0	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora sp.;	4	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;;	27	33	2	15	4	25	0	0	31	7	1	3	2	7	14	18	0	17
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala sp. CPC 12171;	3	0	0	5	2	0	0	0	11	26	0	0	0	3	1	2	6	9
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala sp. EXP0542F;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala xenobiotica;	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;;	158	0	4	68	63	17	0	0	5	214	16	11	3	53	15	68	8	22
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;Herpotrichiellaceae sp. 1 CC 13-06;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora sp. C16;	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
