sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Phaeomoniellales;NA;Aequabiliella;Aequabiliella effusa	0	0	21	0	0	1	0	1	20	0	2	0	5	0	0	0	0	6
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Sclerococcales;NA;Fusichalara;Fusichalara minuta	1	3	7	4	44	122	85	72	181	1	0	0	0	0	0	0	1	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;NA;	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;	0	0	0	4	1	0	0	1	10	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	13	29	2	2	12	6	22	21	52	5	1	2	2	0	1	16	6	90
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;	0	0	0	0	1	0	3	0	0	2	0	1	1	0	1	0	0	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria antarctica	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	118	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Chlorociboriaceae;Chlorociboria;Chlorociboria aeruginosa	0	0	0	0	0	0	0	0	1	6	12	1	16	2	2	32	1	457
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Pezicula;	0	0	0	0	0	1	0	0	0	1	2	1	0	0	1	8	1	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Articulospora;Articulospora proliferata	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha minuta	3	0	0	5	0	0	0	1	0	1	4	208	0	178	109	41	1	5
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Alatospora;Alatospora acuminata	0	7	1	8	5	2	5	3	5	0	1	0	61	17	2	51	0	26
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Cadophora;Cadophora gregata	2	0	0	0	0	1	0	2	0	1	1	8	0	1	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Chalara;Chalara aurea	0	0	0	0	0	0	2	0	0	0	0	1	7	0	0	0	1	8
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Chalara;Chalara sessilis	0	0	0	0	0	0	0	0	0	15	1	0	0	32	2	4	3	38
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;Helotiales sp.	0	108	3	6	0	12	0	5	49	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Phialocephala;Phialocephala fortinii	1	0	0	7	0	0	0	1	0	0	0	3	3	1	1	6	1	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Spirosphaera;Spirosphaera beverwijkiana	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Spirosphaera;Spirosphaera minuta	28	0	0	3	3	144	4	0	0	31	1	5	0	0	15	16	3	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Lambertella;	0	10	190	3	4	0	0	8	74	0	0	0	0	5	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;	0	0	32	0	0	0	0	0	0	0	1	0	6	4	2	11	0	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia homoeocarpa	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	131	2	19
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Leohumicola;	9	0	2	0	4	1	0	2	5	1	1	4	0	0	1	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Leohumicola;Leohumicola verrucosa	57	0	393	0	0	0	0	0	0	102	511	25	4	78	46	141	42	8
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Myxotrichaceae;Oidiodendron;Oidiodendron tenuissimum	0	0	4	2	1	3	6	0	0	3	4	25	0	0	3	1	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	210	0	3	0	0	0	0	0	0	424	53	142	61	212	450	640	388	571
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Pseudeurotiaceae;Pseudogymnoascus;	1	0	0	20	1	11	47	95	6	2	0	0	1	0	0	0	1	1
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Phacidiales;Bulgariaceae;Bulgaria;Bulgaria inquinans	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	4	18
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Rhytismatales;Cudoniaceae;NA;	0	1	0	0	0	0	0	1	3	0	4	0	0	8	0	3	0	2
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;	2	0	427	2	0	0	0	0	0	113	0	0	0	5	2	8	12	1
NA;NA;NA;NA;;NA;Dictyocatenulata;Dictyocatenulata alba	2	1	0	0	2	30	1	4	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Saitoella;Saitoella complicata	0	91	23	43	1	85	26	145	8	0	0	0	16	0	0	0	0	6
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Troposporella;Troposporella monospora	83	1	0	1	0	0	16	2	0	11	0	3	0	1	3	73	1	11
NA;NA;NA;NA;;NA;Tetracladium;	0	153	51	492	129	268	43	287	491	10	35	5	239	21	53	142	12	9
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;NA;;	4	0	0	0	0	1	0	0	5	4	3	1	39	0	0	3	5	13
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;NA;Lecophagus;	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	4	0	37
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Brachyphoris;Brachyphoris brevistipitata	20	0	7	58	4	0	2	3	36	22	0	7	2	0	0	0	0	3
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Drechslerella;Drechslerella bembicodes	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Hyalorbilia;	37	28	0	0	0	0	0	0	23	109	5	10	0	55	10	0	1	4
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;NA;	22	30	1	7	17	57	2	19	11	196	0	1	6	0	0	2	0	29
Eukaryota;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;	27	32	933	3	1	59	1	3	315	5	6	0	0	4	0	3	1	27
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascodesmidaceae;NA;	0	2	0	12	18	0	0	74	51	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Chorioactidaceae;Neournula;Neournula pouchetii	0	4	0	0	3	0	0	0	11	331	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Gyromitra;	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Hydnotrya;Hydnotrya cerebriformis	0	0	0	4	0	26	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;	40	0	0	0	0	1	0	0	0	3	58	5	0	1	0	7	52	1
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;NA;	0	0	0	10	25	15	11	8	1	0	409	26	0	4296	2	1209	36	1
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Karstenellaceae;Karstenella;Karstenella vernalis	0	0	0	19	70	5	2	79	11	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella elata	0	0	0	5	0	2	0	0	0	0	0	0	58	0	0	0	0	11
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Verpa;Verpa conica	0	2	32	0	0	0	0	0	0	0	7	0	0	0	18	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;NA;;	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	34	3	8
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Mycoclelandia;Mycoclelandia arenacea	0	0	0	0	0	0	0	5	0	0	6	1	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;NA;	0	0	0	0	0	0	0	0	93	0	0	0	14	0	4	5	0	462
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;Peziza badiofusca	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;Peziza echinospora	0	0	3	0	0	0	0	0	0	2	0	0	23	0	0	0	0	4
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Geopora;	0	1	0	0	0	0	0	0	126	0	169	11	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Geopora;Geopora cooperi	244	0	0	10	0	0	0	0	0	162	954	51	0	0	0	19	98	205
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Melastiza;	4	0	23	0	13	0	0	18	0	0	0	0	0	63	0	76	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Miladina;Miladina lecithina	0	0	0	0	6	0	0	1	0	0	3	0	0	0	0	3	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Octospora;Octospora hygrohypnophila	0	38	5	2	0	0	0	12	894	0	0	0	0	0	0	17	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Paurocotylis;Paurocotylis sp. MES 1666	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Pyronema;	1	0	0	0	0	0	0	0	0	1	34	0	1	0	0	0	0	8
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Tarzetta;Tarzetta catinus	3	0	1	1	1210	0	1	0	4	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Tricharina;Tricharina praecox	0	0	1	7	1	2	24	0	0	0	0	0	3	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Pithya;Pithya cupressina	0	376	0	0	0	0	0	0	20	18	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;NA;	14	0	702	1	0	0	1	0	1	106	1	4	0	0	47	49	1	4
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Selenaspora;Selenaspora guernisacii	0	0	0	0	84	0	0	1	3	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;	3	0	15	0	0	0	0	0	1704	0	36	1	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber sp. CBS 272 72	1	0	0	2	0	0	0	742	0	352	12	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;Lipomyces anomalus	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	2	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Kodamaea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;NA;	0	0	2	262	56	6	0	0	1	0	0	0	0	3	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;;	0	15	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;Candida;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Starmera;Starmera dryadoides	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae	0	0	0	0	2	15	0	0	7	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;	0	0	0	0	0	0	0	0	43	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;Wickerhamiella sp. 11-1422	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus bituminiphila	0	0	0	0	0	43	0	2	162	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces pombe	0	0	0	0	0	0	0	2	12	0	0	0	0	4	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Coniochaetales;NA;NA;Coniochaetales sp. GMG_C4	5	0	0	0	0	0	0	0	0	14	3	8	24	19	2	12	2	31
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	1	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;NA;	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	4
Eukaryota;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;Protomyces macrosporus	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina pruni	0	2	1	5	0	2	15	10	10	0	1	0	0	0	0	0	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0
Eukaryota;Chromista;Miozoa;Bacillariophyceae;Naviculales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Eukaryota;Chromista;Miozoa;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Miozoa;Bacillariophyceae;Naviculales;Stauroneidaceae;NA;	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0
NA;NA;NA;NA;;NA;;	0	0	0	0	0	0	0	0	0	2	1	7	5	2	0	2	0	9
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;NA;	1	0	0	0	0	0	0	0	1	5	7	7	19	17	59	6	1	16
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;NA;Agaricaceae sp. RC_Mart06_016	1	5	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;	0	3	0	0	0	0	0	0	0	3	0	6	3	0	0	4	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius iodes	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius violaceus	0	0	0	0	0	0	0	0	0	0	6	459	0	2	0	1	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Crepidotaceae;Crepidotus;Crepidotus variabilis	0	17	15	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Chrysomphalina;Chrysomphalina grossula	0	2	1177	0	3	0	0	6	80	0	0	0	0	5	0	0	3	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrophorus;Hygrophorus pudorinus	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrophorus;Hygrophorus russula	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;NA;	0	0	0	238	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe aff. asterospora PBM-2014	0	0	1	0	0	1	0	0	0	20	0	0	0	0	0	4	62	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe geophylla	52	0	0	0	0	0	0	0	4	90	1	0	1	10	2621	51	27	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Handkea;Handkea utriformis	0	0	0	0	1	1	4	0	1	2	2	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;Lycoperdon pyriforme	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;	0	0	0	3	0	33	9	0	0	128	0	0	0	0	4	18	1	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena galericulata	3	0	2	2	1073	2	2	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena sp.	641	0	0	0	0	0	0	0	0	5	2	0	8	269	4	0	18	51
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus;Gymnopus dryophilus	0	0	0	4	0	0	0	0	0	0	10	1	0	0	279	0	0	46
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;NA;	1	0	1	6	5	70	0	419	18	3	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Laccaria;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Laccaria;Laccaria ochropurpurea	1073	1	1	24	16	0	3	1683	1	2	0	1	0	0	123	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;NA;	4	0	17	0	0	0	0	0	0	0	0	0	0	0	32	4	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Pseudoclitocybe;Pseudoclitocybe cyathiformis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;	1	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia;	0	0	3	4	3	2	3	0	3	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Hyaloriaceae;Pseudohydnum;Pseudohydnum gelatinosum	0	0	0	51	0	3	2	497	1	28	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;NA;;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;	0	0	0	27	0	6	1	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora marmorata	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Gomphidiaceae;Chroogomphus;Chroogomphus vinicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;NA;;	39	0	0	0	0	1	0	0	0	12	98	8	0	7	1	18	1	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;Paxillus vernalis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina;	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Hydnum;Hydnum albomagnum	0	1	3	6	23	1	0	16	9	0	0	0	0	0	35	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Epulorhiza;	0	0	0	0	0	0	0	0	4	0	21	2	0	113	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella asymmetrica	0	3	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella violea	13	0	0	0	0	0	0	0	0	0	17	0	0	28	1	33	0	4
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Haplotrichum;Haplotrichum conspersum	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Hyphodontia;Hyphodontia rimosissima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Repetobasidium;Repetobasidium mirificum	28	0	0	0	0	0	0	0	0	36	0	0	0	0	29	0	1	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Sistotrema;	0	0	0	13	18	13	0	45	0	0	0	0	41	0	0	5	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Sistotrema;Sistotrema brinkmannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Sistotrema;Sistotrema coronilla	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;NA;	1	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria rubella	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Gomphales;NA;;	10	0	0	1	0	0	0	166	0	18	0	3	0	3	1	1	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus ribis	23	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Rigidoporus corticola	0	0	0	0	0	0	10	0	0	0	1	0	2	1	0	4	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;NA;;	2	0	1	6	26	9	5939	0	1	12	5	1	3	1	1	17	261	3
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;NA;	0	0	0	7	0	0	0	0	0	1	4	0	2	0	3	1	0	8
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Vararia;Vararia abortiphysa	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;NA;;	280	3	5	0	3	1	0	1	127	297	24	1200	3	27	179	49	4	8
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;	0	0	3	0	0	1	0	0	4	1	0	0	0	0	2	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;NA;russuloid isolate BB1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;NA;	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
