sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;	0	5	26	294	26151	841	664	8	6	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum rugosum	0	0	0	0	0	0	88	0	0	0	0	4	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	354
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;NA;	5	0	0	0	27	0	0	0	0	158	0	1	0	2382	68	0	0	28
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;	6	0	0	0	15	0	0	0	0	21	0	0	0	0	14	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Tremellodendron;Tremellodendron sp. PBM2324	0	0	0	0	77	0	0	0	0	0	0	0	0	6	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;NA;;	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	336	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;	780	0	11	1	2	77	1343	5	1	901	5	12	1	0	714	1131	899	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora alnicola	0	0	15	1	0	81	0	534	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora farinacea	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora sp. PBM418	0	0	0	0	0	0	103	0	0	2	0	2	0	0	0	0	0	2
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;NA;Agaricostilbaceae sp.	0	2	3	697	36	56	146	1258	1	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Pseudobensingtonia;	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces;Sterigmatomyces hyphaenes	0	0	0	5	0	7	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;Bensingtonia;Bensingtonia naganoensis	4	0	2	0	0	0	0	0	4	27	2	1	0	13	5	20	0	0
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;NA;;	0	0	0	0	0	0	0	0	2	0	2	9	0	0	0	2	1	0
Eukaryota;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Ruineniaceae;Ruinenia;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	3	0	0	0	0	0	0	0	7	0	9	0	1	0	10	0	0	0
Eukaryota;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Proceropycnis;Proceropycnis pinicola	0	0	0	0	4	0	1	2	2	0	1	0	4	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;NA;Helicogloea;Helicogloea lagerheimii	0	0	3	1	5	0	19	0	4	0	0	0	0	0	0	2	0	0
Eukaryota;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	2	1	3	3	0	7	3	0	1	0	8	0	0	1	0	7
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Symmetrospora;Symmetrospora coprosmae	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Sakaguchia;Sakaguchia lamellibrachiae	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Geminibasidiomycetes;Geminibasidiales;Geminibasidiaceae;Basidioascus;Basidioascus magus	0	0	0	0	0	3	0	0	0	0	10	1	1	2	2	3	1	0
Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;	1	1	1	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Chrysozymaceae;Bannozyma;Bannozyma yamatoana	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Chrysozymaceae;NA;	8	0	0	0	0	0	8	0	0	26	6	18	0	0	22	6	15	18
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Chrysozymaceae;Slooffia;Slooffia cresolica	0	0	6	0	21	0	0	0	1	0	1	0	5	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	3	0	1	7	0	1	0	3	2	4	18	0	16	46	4	18	1	215
Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	31
Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;NA;	1	1	0	4	95	10	43	1	13	9	2	30	0	0	1	5	0	1
Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	3	1	5
NA;NA;NA;NA;;NA;;	214	3	5	2	15	2	2	7	19	169	147	157	0	69	257	605	142	201
Eukaryota;Fungi;Basidiomycota;Pucciniomycetes;Helicobasidiales;Helicobasidiaceae;Helicobasidium;Helicobasidium corticioides	0	1	0	1	4	1	0	8	0	0	0	0	0	0	0	6	3	1
Eukaryota;Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;Melampsora albertensis	0	0	0	5	4	12	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia pelargonii-zonalis	0	29	2	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;Spiculogloeaceae;Phyllozyma;	0	304	204	147	2097	22	69	183	110	4	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;Cystofilobasidium capitatum	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	69
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Itersonilia;Itersonilia pannonica	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Krasilnikovozyma;Krasilnikovozyma huempii	16	0	0	0	0	0	0	0	0	6	0	0	0	1	1	3	3	76
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;NA;	0	0	0	3	0	0	0	0	0	2	0	1	1	0	5	6	0	11
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;NA;;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Goffeauzyma;Goffeauzyma gastrica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;NA;	0	0	12	9	1	1	0	4	54	0	0	0	0	0	0	1	0	4
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;NA;;	71	14	0	0	0	0	0	0	23	40	125	27	60	56	10	224	5	273
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Piskurozyma;	0	0	0	0	0	0	0	0	3	0	2	1	1	0	0	2	0	18
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Holtermanniales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;	0	0	4	2	5	0	0	0	1	0	0	0	0	0	0	2	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;NA;	0	86	116	15	17	14	4	31	91	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Carcinomycetaceae;Carcinomyces;	0	1	0	0	1	0	0	1	11	0	11	1	0	3	0	4	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Tremellales;NA;;	109	0	0	0	0	0	0	0	0	67	84	94	4	9	13	43	8	45
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;Phaeotremella;	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	6
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;NA;;	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;Cryptotrichosporon;Cryptotrichosporon tibetense	4	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	1	5
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum porosum	0	9	45	45	42	28	14	2	7	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;Cutaneotrichosporon dermatis	0	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Tritirachiomycetes;Tritirachiales;Tritirachiaceae;Paratritirachium;Paratritirachium curvibasidium	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Eukaryota;Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Uleiellaceae;Uleiella;Uleiella chilensis	1	1	0	0	6	0	2	0	3	0	0	0	0	0	1	0	1	5
Eukaryota;Fungi;Chytridiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;NA;Blastocladiaceae sp.	0	0	0	0	0	0	0	0	18	0	0	0	0	55	1	0	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Coccobotrys;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Pleurococcus;Pleurococcus sp. WJT43VFNP24	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	1
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	5
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chloromonas;Chloromonas reticulata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;NA;	0	0	5	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;NA;	0	16	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;NA;;	0	0	6	0	1	0	0	0	9	0	2	0	0	8	0	1	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;NA;Heterochlamydomonas;	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	44	1	5
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;	0	0	4	0	0	0	0	0	0	1	1	0	13	9	0	11	0	6
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus glacialis	0	2	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus ruber	0	59	94	0	0	0	0	0	2	0	0	0	6	0	0	0	0	6
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus sp. DB-9-3	0	1	50	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus sp. KF-2011f	0	2	12	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus sp. WB18	0	0	4	0	0	0	0	0	1	0	5	0	0	0	0	0	0	4
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella;	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	3	0	1
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Tumidellaceae;Tumidella;Tumidella tumida	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NA;NA;NA;NA;;NA;;	2	0	2	0	0	0	0	0	0	0	0	0	39	2	0	71	1	21
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris sp. ANR-9	0	3	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;;	32	4	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;NA;Chlorellales sp. LH10HG7090	0	0	28	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;;	0	270	71	1	2	0	0	1	2	0	0	0	0	0	0	0	0	1
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;Elliptochloris;Elliptochloris marina	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;Elliptochloris;Elliptochloris perforata	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;Trochisciopsis;Trochisciopsis tetraspora	0	1	16	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Coccomyxaceae;Coccomyxa;	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Coccomyxaceae;NA;	0	3	0	0	0	0	0	0	1	2	0	0	6	2	0	2	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Myrmecia;	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Coenocystis;Coenocystis inconstans	0	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Myrmecia;Myrmecia biatorellae	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	32	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Parietochloris;Parietochloris sp. WJT71VFNP8	0	18	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Neocystis;	0	10	9	0	0	0	0	0	8	0	0	0	17	5	0	13	0	18
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Parietochloris;	0	2	0	0	0	0	0	0	1	0	2	1	49	31	0	21	0	25
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Entophlyctis;Entophlyctis confervae-glomeratae	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;NA;NA;Chytridiales sp. JEL187	0	0	2	0	0	0	0	0	0	6	0	3	26	0	1	3	0	27
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Cladochytriales;Cladochytriaceae;Cladochytrium;Cladochytrium replicatum	3	15	38	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Lobulomyces;	0	55	191	0	1	0	0	0	32	0	0	0	0	0	1	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	2	0	0	0	0	0	1	7	0	0	4	0	0	2	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Catenomyces;Catenomyces persicinus	0	0	0	0	0	3	0	2	58	3	0	0	3	0	0	0	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Synchytriaceae;Synchytrium;Synchytrium taraxaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea	0	0	0	0	0	0	0	0	15	0	0	0	3	0	0	3	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;Rhizophydium sp. JEL151	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;Rhizophydium sp. JEL223	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;;	0	0	0	0	0	6	0	0	0	0	3	0	9	2	0	4	0	2
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;Spizellomycetales sp.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces sp. NBRC 105427	0	0	0	0	0	0	0	0	11	2	1	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Gaertneriomyces;Gaertneriomyces semiglobifer	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	1	0	0
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Harpochytriaceae;Harpochytrium;Harpochytrium sp. JEL290	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Monoblepharidaceae;Monoblepharis;	0	3	5	0	0	0	0	0	0	1	7	2	18	0	0	3	2	39
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;NA;;	0	0	0	0	0	0	0	0	2	0	1	0	20	2	0	6	0	0
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;NA;Hyaloraphidium;Hyaloraphidium curvatum	0	0	6	0	0	0	0	0	1	0	0	0	4	0	0	0	0	3
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Oedogoniomycetaceae;Oedogoniomyces;Oedogoniomyces sp. CR84	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Sanchytriaceae;Sanchytrium;Sanchytrium tribonematis	0	16	47	0	3	0	0	3	53	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Anthomastus;Anthomastus sp.	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
NA;NA;NA;NA;Ptychodactiaria;Ptychodactiidae;Dactylanthus;Dactylanthus antarcticus	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Eukaryota;Animalia;Cnidaria;Anthozoa;Scleractinia;Dendrophylliidae;Tubastraea;	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;Porites lutea	0	8	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	8
NA;NA;NA;NA;;NA;;	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	1	0
Eukaryota;Animalia;Cnidaria;Scyphozoa;Coronatae;Periphyllidae;Periphylla;Periphylla periphylla	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Paramicrosporidium;Paramicrosporidium vannellae	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NA;NA;NA;NA;;NA;Paramicrosporidium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota;Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Halichaetonotus;Halichaetonotus schromi	0	0	0	0	6	0	0	3	0	0	29	2	0	0	1	0	0	9
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	0	0	4	0	0	0	7	23	0	0	5	0	0	1	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Peltospiridae;NA;	0	0	0	0	0	2	0	0	12	0	1	0	0	0	0	1	0	0
NA;NA;NA;NA;;NA;;	0	0	0	0	0	2	28	0	5	0	0	0	4	0	0	0	0	0
Eukaryota;Animalia;Mollusca;Polyplacophora;Neoloricata;Ischnochitonidae;Stenoplax;Stenoplax alata	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	4
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora;	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Archaeosporales;Archaeosporaceae;Archaeospora;	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Archaeosporales;Archaeosporaceae;Archaeospora;Archaeospora schenckii	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Archaeosporales;Archaeosporaceae;Archaeospora;Archaeospora trappei	0	2	2	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Corymbiglomus;Corymbiglomus tortuosum	0	4	0	2	0	0	0	0	108	1	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora sp. MAY-2014	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	30	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Diversisporales;NA;;	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;	0	0	50	0	0	0	0	0	34	0	0	0	6	1	0	6	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Claroideoglomus claroideum	0	0	228	0	0	0	0	0	0	13	0	0	0	2	0	1	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;	1	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	0	133
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatum	0	0	1	0	0	0	0	0	0	1	1	11	32	0	1	12	8	152
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;	2	0	84	0	26	0	0	0	0	3	0	0	19	0	0	0	0	4
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus compressum	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus invermaium	0	0	2	3	0	0	0	4	99	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus macrocarpum	0	2	100	3	0	0	0	5	585	0	0	0	2	0	0	0	0	2
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus sp. NBR3.1	0	0	101	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Kamienskia;Kamienskia bistrata	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;NA;	9	0	282	0	0	0	0	0	0	7	4	23	63	3	2	18	3	7
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;	3	0	0	0	333	0	0	0	4	2	0	0	0	4	0	9	0	1
