sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;Hypogymnia vittata;	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Imshaugia;Imshaugia aleurites;	0	1	4	0	4	1	73	4	1	0	9	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;NA;;	0	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Phyllopsora;Phyllopsora corallina;	9	0	0	0	0	0	0	0	0	15	0	1	0	0	0	10	9	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Graphis;Graphis lineola;	0	0	0	2	0	2	1	1	0	5	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera;Peltigera malacea;	1	0	0	4	0	2	0	0	1	6	0	0	0	0	0	4	2	0
Eukaryota;Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera;Peltigera membranacea;	0	11	0	14	2	2	2	0	3	0	0	0	0	5	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Chaetomellaceae;Synchaetomella;Synchaetomella acerina;	6	0	0	0	0	1	0	0	1	0	0	3	0	0	0	6	38	6
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Articulospora;Articulospora tetracladia;	0	0	1	13	0	1	4	1	0	0	0	0	1	0	0	0	19	5
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;;;	0	0	0	10	0	0	0	0	0	2	6	0	5	3	0	33	6	24
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Phialocephala;Phialocephala fortinii;	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Phialocephala;Phialocephala sp. SA-2014;	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Rhynchosporium;Rhynchosporium orthosporum;	0	0	0	12	0	0	0	0	0	0	1	2	1	4	0	1	6	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Leohumicola;;	0	0	0	95	35	0	10	7	0	3	0	4	0	0	0	6	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Myxotrichaceae;Myxotrichum;Myxotrichum deflexum;	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	3	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	77	0	0	37	0	0	0	0	1	292	28	194	26	31	65	170	133	300
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Leohumicola;Leohumicola atra;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Leohumicola;Leohumicola minima;	0	0	13	0	0	5	11	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Leohumicola;Leohumicola verrucosa;	0	4	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Pseudeurotiaceae;Pseudogymnoascus;;	11	41	10	4	64	0	5	0	1	37	41	135	0	3	94	18	62	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus destructans;	16	0	0	0	0	0	0	0	0	10	0	22	35	6	3	8	1	26
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus pannorum;	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA;NA;NA;NA;NA;NA;;;	958	4	39	4	1	13	0	0	0	3443	1015	545	725	511	670	4573	1001	12553
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Tetracladium;Tetracladium apiense;	0	0	14	2	0	1	0	3	0	1	1	0	8	0	0	1	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Tetracladium;Tetracladium breve;	0	0	1	27	5	0	0	0	0	2	0	0	0	5	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Tetracladium;Tetracladium setigerum;	0	0	0	4	0	0	0	0	0	1	2	4	12	1	16	233	1	2034
Eukaryota;Fungi;Ascomycota;NA;NA;NA;Tetracladium;;	11	0	0	4	0	0	0	0	0	65	12	3	38	13	29	131	9	146
Eukaryota;Fungi;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium apiense;	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium setigerum;	0	8	0	74	1	101	1905	26	2	0	0	0	0	0	0	4	0	0
Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;Sugiyamaella lignohabitans;	1	8	72	22	0	207	100	8	6	0	2	1	0	1	0	0	0	2
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;;	1	0	0	3	0	0	0	0	0	21	25	1	5	9	0	14	14	195
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum fioriniae;	1	30	79	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;NA;;;	1	0	0	8	0	3	3	0	0	1	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;;	0	0	887	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium dahliae;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium nonalfalfae;	0	0	0	4	0	3	4	0	0	0	0	1	0	0	1	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Epichloe;;	0	0	0	0	0	5	0	0	0	5	0	0	1	0	0	1	0	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;;	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	2	3	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria pseudobassiana;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;;	0	24	0	0	0	0	2	0	0	1	0	0	0	1	1	4	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps militaris;	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium saksenae;	0	1	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;NA;;	0	0	1	7	0	14	60	0	2	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Parengyodontium;Parengyodontium album;	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;NA;;	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;;	1	0	0	2	2	0	3	1	0	4	12	418	0	41	121	7	2	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma gamsii;	13	0	45	0	0	0	0	0	0	35	104	1206	2	0	14	17	2	15
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;;;	1	0	0	1	3	0	2	0	0	39	2	15	6	2	37	137	223	6
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;Acremonium;Acremonium cf. chrysogenum DAOM 226667;	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;Acremonium;Acremonium chrysogenum;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	27	19	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;Acremonium;Acremonium fuci;	0	0	0	23	0	0	0	20	92	0	3	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Calonectria;Calonectria colhounii;	4	0	25	113	32	5	40	1	0	4	19	5	0	0	3	8	0	9
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora meliopsicola;	0	0	0	0	0	0	0	0	0	2	51	4	0	0	1	5	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;;	0	0	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;Ilyonectria destructans;	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;NA;;	0	27	34	11	0	34	7	5	0	2	0	0	0	0	0	0	0	7
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria;Thelonectria veuillotiana;	3	2	55	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella rhossiliensis;	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella vermicola;	0	0	0	2	3	0	0	0	0	0	0	0	1	3	0	2	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	100	0	0	0	0	0	0	3	0	298	645	46	130	83	17	661	116	468
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Verticillium;;	0	0	0	6	0	0	0	0	0	0	19	1	46	0	0	0	0	19
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Esteya;Esteya vermicola;	0	0	1	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii;	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	2	0	5
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;	0	355	625	1108	144	37	69	81	131	0	0	0	0	0	0	4	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Arthrinium;Arthrinium arundinis;	2	6	8	0	0	0	0	0	3	0	1	0	2	0	0	3	0	3
Eukaryota;Chromista;Miozoa;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea;	0	2	1	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;NA;;	0	0	5	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita rubescens;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;;	0	3	17	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma aff. sericionitidum MUSH143-07;	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma clypeatum;	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma sp. JS06-22;	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe conica;	0	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;NA;;	0	0	0	130	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;NA;;;	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	5	23
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus citrinopileatus;	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus ostreatus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus purpureo-olivaceus;	4	0	0	0	0	4	0	0	0	6	0	1	1	0	4	0	1	75
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus cervinus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus pellitus;	0	0	0	0	0	4	0	0	0	0	7	2	0	0	0	5	1	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus sp. YYY002-10;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;;	5	121	0	18	0	1	0	1	3	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;Clitocybe dealbata;	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;Clitocybe robusta;	0	0	7	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Laccaria;Laccaria ochropurpurea;	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;Rhizoctonia solani;	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	1	0	0	0	0	0	0	0	0	5	1	20	0	0	0	0	65	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma lucidum;	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium coralloides;	7	0	141	0	0	0	0	0	0	3	0	0	0	0	0	0	61	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;Serendipita indica;	0	0	0	1	2	413	0	0	1	0	62	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora ganbajun;	1	0	0	0	0	0	0	0	0	1832	3426	234	3	762	2168	2679	2654	187
Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis;	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;NA;NA;NA;	1	1	1	1	0	6046	0	0	0	0	2	0	99	0	0	40	0	26
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Lobosphaera;Lobosphaera incisa;	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris sp. MBTD-CMFRI-S048;	0	35	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;NA;;	0	389	201	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1
Eukaryota;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;;	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;Amphicaryon ernesti;	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia;	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Eukaryota;Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Heterolepidoderma;Heterolepidoderma acidophilum;	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Pythiales;Pythiaceae;Phytophthora;Phytophthora phaseoli;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia eccentrica;	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NA;NA;NA;NA;NA;Planorbidae;NA;NA;	0	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
NA;NA;NA;NA;NA;NA;;;	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Mollusca;Gastropoda;Stylommatophora;NA;NA;NA;	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Lichtheimiaceae;Lichtheimia;;	0	0	0	3	1	0	1	0	1	16	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia hongkongensis;	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia ramosa;	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	7	10	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Mucoraceae;Mucor;Mucor circinelloides;	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;NA;;;	9	0	0	0	0	0	0	0	0	17	4	316	3	7	8	17	8	25
NA;NA;NA;NA;NA;NA;;;	0	0	0	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	1	8
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Spumella;Spumella sp. LG-2014b;	0	11	5	32	17	6	6	10	1	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;Dinobryon divergens;	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	0	0	1	1	6	0	0	0	2	2	0	0	0	0	0	0	0	1
Eukaryota;Protozoa;Amoebozoa;NA;Himatismenida;Cochliopodiidae;Cochliopodium;;	7	26	0	0	0	0	0	0	1	18	23	0	49	14	3	111	3	47
Eukaryota;Protozoa;Amoebozoa;NA;Himatismenida;Cochliopodiidae;Cochliopodium;Cochliopodium minus;	0	0	2	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Himatismenida;Cochliopodiidae;Cochliopodium;Cochliopodium minutoidum;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Eukaryota;Fungi;Zygomycota;NA;Mucorales;NA;;;	23	8	33	48	1	1	4	7	7	68	43	4738	1	11	66	37	52	25
Eukaryota;Protozoa;Amoebozoa;NA;Arcellinida;Arcellidae;Arcella;Arcella sp. TJT-2014;	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	4	5
Eukaryota;Protozoa;Amoebozoa;NA;Himatismenida;Cochliopodiidae;Cochliopodium;Cochliopodium larifeili;	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Eukaryota;Protozoa;Amoebozoa;NA;Himatismenida;Cochliopodiidae;Cochliopodium;Cochliopodium sp. SG-2014;	1	73	10	0	49	0	0	0	0	75	3	0	3	10	3	83	0	16
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	66	0	0	0	0	0	0	0	0	277	65	757	18	39	34	180	110	144
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Hartmannellidae;Hartmannella;Hartmannella cantabrigiensis;	0	0	191	14	0	1	15	6	18	2	1	0	0	1	1	2	3	8
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Hartmannellidae;Saccamoeba;Saccamoeba sp. MSED6;	2	57	225	958	84	151	343	70	37	2	0	0	10	1	0	3	2	3
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Malawimonadidae;Malawimonas;Malawimonas sp. strain 249;	0	19	0	7	0	0	1	0	1	3	0	1	4	11	0	7	1	3
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Vannellidae;Vannella;Vannella pentlandii;	0	1	0	0	0	1	1	0	2	0	0	0	0	1	0	120	0	15
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Vexilliferidae;Vexillifera;Vexillifera expectata;	0	0	3	14	0	0	0	0	5	0	0	0	1	0	0	0	0	2
Eukaryota;Protozoa;Amoebozoa;NA;Physariida;Didymiaceae;Didymium;Didymium iridis;	0	0	16	6	40	0	0	0	14	0	0	0	0	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Physariida;Didymiaceae;Didymium;Didymium minus;	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3
Eukaryota;Protozoa;Amoebozoa;NA;Physariida;Didymiaceae;Lepidoderma;Lepidoderma chailletii;	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Phytophthora;Phytophthora infestans;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Peronosporales;NA;Phytophthora;;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Peronosporales;NA;Phytophthora;Phytophthora phaseoli;	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Pythiales;Pythiaceae;Pythium;;	0	6	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1
Eukaryota;Chromista;Pseudofungi;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium sp. CAL-2011c;	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Physariida;Didymiaceae;Didymium;;	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Physariida;Didymiaceae;Lepidoderma;Lepidoderma chailletii;	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Pseudofungi;Oomycetes;Pythiales;Pythiaceae;Pythium;;	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	3
Eukaryota;Chromista;Ochrophyta;Synurophyceae;Ochromonadales;NA;Acrispumella;Acrispumella msimbaziensis;	0	0	0	0	0	1	0	13	0	0	0	0	0	4	0	0	0	0
Eukaryota;Animalia;Nematoda;Chromadorea;Rhabditida;Rhabdiasidae;Rhabdias;Rhabdias esculentarum;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Nematoda;Enoplea;Dorylaimida;Mononchidae;NA;NA;	0	0	0	0	0	0	63	0	0	0	0	0	14	1	0	4	1	1
Eukaryota;Animalia;Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus conicaudatus;	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Eukaryota;Animalia;Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus seani;	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Nematoda;Chromadorea;Tylenchida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus cocophilus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;Chordariaceae;Hecatonema;Hecatonema maculans;	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	1	7
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;Chordariaceae;NA;Chordariaceae sp. 10 AP-2014;	0	0	7	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;Chordariaceae;NA;Chordariaceae sp. 4 AP-2014;	0	35	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;Chordariaceae;NA;Chordariaceae sp. 7 AP-2014;	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
